warehouseID,regionID,transportationCosts,travelTime
37,254,12147.718070538443,56.0
47,114,14705.073453129964,56.0
32,315,18002.47421243635,56.0
32,207,25737.22408262478,56.0
18,386,103507.05865242599,56.0
1,305,1129702.6457207822,56.0
34,480,6665.582235336839,57.0
16,384,9145.732834162272,57.0
49,503,9667.10689578245,57.0
3,66,16476.561198332198,57.0
14,184,22261.67247767363,57.0
41,260,35278.10892889646,57.0
1,146,144991.4973060373,57.0
46,363,371443.5175230673,57.0
10,6,6581.1975664173615,57.77297592163086
43,104,9599.49452276835,58.0
25,364,13363.035957403257,58.0
2,52,14075.31667442419,58.0
24,84,15418.971076011747,58.0
48,292,16703.912435281778,58.0
31,19,18228.849208751235,58.0
13,160,18558.904492243917,58.0
2,41,22383.543309127665,58.0
32,420,23124.16163236979,58.0
48,266,108225.70792116057,58.0
25,297,137976.8611960492,58.0
19,322,1716428.9501591108,58.0
47,231,4344.838947329954,59.0
40,437,4851.340394057472,59.0
47,180,15220.8734481016,59.0
33,84,15511.856443939527,59.0
26,20,19313.85464927388,59.0
40,1,34431.50111955971,59.0
36,224,53365.42130755687,59.0
20,146,146738.38281574857,59.0
8,444,238847.22997206607,59.0
50,36,3410.2902220987626,60.0
50,134,7058.120447532273,60.0
25,104,9715.852032135239,60.0
24,367,15114.401359318454,60.0
42,489,19759.08310783378,60.0
28,165,21854.75771183979,60.0
32,18,26984.385917598465,60.0
33,370,28790.014800460554,60.0
23,177,42724.83697074989,60.0
50,186,44738.61599901072,60.0
50,27,165817.87714384453,60.0
8,346,186571.41449142658,60.0
36,500,245118.0961433882,60.0
42,398,3712.982306706865,61.0
47,137,5604.158311664164,61.0
49,99,7691.002416247349,61.0
39,129,9088.524504292413,61.0
19,334,47839.269784107026,61.0
37,243,50633.05315337911,61.0
31,203,79348.96788510248,61.0
46,30,166039.62142413057,61.0
19,244,4029663.2379205218,61.0
9,231,4424.805308323757,62.0
9,480,6870.047948077233,62.0
47,99,7738.186480150708,62.0
45,89,10134.2906818709,62.0
34,469,10370.736438717393,62.0
2,74,13464.370556157175,62.0
40,458,19921.029268506183,62.0
49,125,24540.317162806976,62.0
43,16,27981.302973149926,62.0
9,8,48996.02426239627,62.0
43,335,90914.65464059908,62.0
10,152,10069.238475215949,63.0
16,457,16198.389774317175,63.0
28,479,62881.94645495614,63.0
26,31,82820.93334182134,63.0
3,144,165287.71269556752,63.0
45,322,1769405.1523245154,63.0
9,469,10499.56546280084,64.0
37,102,13563.816022325696,64.0
28,229,35719.34451506455,64.0
41,406,53740.31435251477,64.0
48,15,66712.25664068172,64.0
28,280,71585.04407897538,64.0
22,286,87134.16324592078,64.0
32,383,97052.43856602722,64.0
3,100,168860.01362618268,64.0
48,65,613809.1954196066,64.0
17,319,1141883.7475736497,64.0
19,90,2902706.6782465517,64.0
48,486,15420.405652724176,65.0
2,77,25583.215577879848,65.0
39,126,30308.034024251676,65.0
15,339,32261.17297453074,65.0
37,343,43115.94688649069,65.0
49,277,63873.69917811578,65.0
21,132,68449.6121354639,65.0
46,106,79489.04666282516,65.0
20,266,112960.58264271135,65.0
48,146,152241.07217133915,65.0
47,300,165152.3351434919,65.0
1,11,21056.50488991561,66.0
16,353,21695.22782117185,66.0
45,93,33808.77050249997,66.0
1,34,80082.4872567467,66.0
8,416,125392.96166957187,66.0
19,509,16200.87113561329,67.0
36,499,24170.809575280604,67.0
17,394,140117.89005292318,67.0
20,55,176387.6766333339,67.0
49,246,461972.48562016257,67.0
10,515,4536.201328391349,68.0
37,240,10623.442691646125,68.0
47,267,23907.88831248455,68.0
28,411,35967.92002132954,68.0
14,188,44780.44713829894,68.0
28,223,53917.9912279173,68.0
15,224,56424.58558633401,68.0
31,201,454306.49234182213,68.0
37,222,8908.453313911034,69.0
49,254,13160.027909749979,69.0
25,355,19512.185518532642,69.0
36,59,36403.99039316934,69.0
47,23,47167.64628970453,69.0
14,211,66268.73726424773,69.0
31,359,100319.14932018725,69.0
28,237,130436.16865877916,69.0
28,330,142278.15296674892,69.0
22,410,1046631.8381372778,69.0
10,107,37873.760186337255,69.91035461425781
9,484,1540.0029787850967,70.0
45,113,22748.141737788203,70.0
46,295,26989.616101605232,70.0
47,1,36875.02700546395,70.0
40,421,44191.49456395286,70.0
48,8,51524.85132110059,70.0
40,223,54613.70724376139,70.0
28,424,62946.2884333672,70.0
2,60,87762.77933831849,70.0
1,266,116604.47240537945,70.0
40,227,264158.1567444444,70.0
36,354,275964.3287504347,70.0
8,350,357797.1486636286,70.0
17,336,440844.16605450044,70.0
47,381,4984.8702541754465,71.0
37,230,11483.413672618546,71.0
20,171,14577.58982312732,71.0
15,95,27427.359968771212,71.0
14,349,28395.007018204356,71.0
10,287,28984.85477368355,71.0
41,473,42386.145229916634,71.0
20,80,47925.209828835,71.0
24,277,66362.28486038002,71.0
28,475,72492.59593422791,71.0
40,22,80594.63324942434,71.0
28,388,90045.3614845727,71.0
40,388,90045.3614845727,71.0
48,156,134707.1473090908,71.0
20,159,411635.12345050747,71.0
40,393,480622.1012462301,71.0
23,241,592985.9208624416,71.0
47,222,9083.12886908576,72.0
27,461,16018.133915686816,72.0
32,7,23411.1257459754,72.0
37,267,24532.93114418349,72.0
25,186,48247.52705775666,72.0
50,262,53535.07095826577,72.0
36,112,54990.55797648396,72.0
3,155,107880.16039935159,72.0
26,5,453281.0079785634,72.0
5,137,6046.59186258502,73.0
2,147,13220.859040881385,73.0
28,443,15764.474629152905,73.0
1,476,18682.540646341513,73.0
48,19,20027.74880172011,73.0
27,341,25323.110101655373,73.0
3,149,25331.49968414157,73.0
14,405,30692.08699820138,73.0
22,12,33715.95235239603,73.0
21,191,34521.15939778854,73.0
4,209,35999.84295543412,73.0
50,50,37000.86081886642,73.0
17,397,43660.93071251255,73.0
40,333,60201.0392526732,73.0
48,31,88269.67895641485,73.0
4,185,117470.2562652988,73.0
37,395,157640.06905413393,73.0
43,435,311387.04478774883,73.0
48,484,1580.797759680066,74.0
46,119,3304.757050080684,74.0
14,316,6865.632411665356,74.0
22,13,9910.601209950126,74.0
23,451,29190.42360319954,74.0
10,323,38483.87622623913,74.0
15,378,53447.694568052175,74.0
5,280,76325.77547493401,74.0
26,359,103640.97545661729,74.0
2,141,115131.02992369115,74.0
43,429,267148.07796508784,74.0
15,412,278752.54012550536,74.0
1,157,534722.3449420928,74.0
2,208,12720.011749075495,75.0
44,365,15970.019150307797,75.0
40,443,15974.667624208274,75.0
4,234,20941.147416353768,75.0
48,20,21373.999145196423,75.0
28,54,24770.55998364543,75.0
14,511,48750.738325297476,75.0
1,67,63145.45628270308,75.0
40,280,76834.61397810024,75.0
31,156,138299.33790399987,75.0
1,26,398035.49088653544,75.0
26,361,23789.078550730752,76.0
15,418,24420.748082131453,76.0
34,125,26846.118775419716,76.0
18,177,47312.738927340484,76.0
26,32,48013.715750294345,76.0
18,324,74935.51192060833,76.0
8,202,346078.2651536722,76.0
39,305,1281340.5847437063,76.0
42,70,536.1940942419924,77.0
10,291,2294.6901641924255,77.0
13,257,15804.300686635868,77.0
32,495,19495.033622366984,77.0
9,20,21662.836971482862,77.0
37,125,27027.511469848225,77.0
22,348,33482.81206252423,77.0
27,310,35563.32054333149,77.0
19,492,44132.47808957926,77.0
23,453,57988.269385929256,77.0
41,238,74098.85092237854,77.0
26,203,87927.23468349194,77.0
8,394,149585.31505649906,77.0
1,159,428323.0338606632,77.0
40,90,3157674.156741181,77.0
26,263,3557.7917241351556,78.0
40,381,5222.245028183802,78.0
50,373,5987.033555058669,78.0
40,137,6252.258252468864,78.0
16,208,12979.60382558724,78.0
43,72,14346.691776426756,78.0
1,171,15271.760767085765,78.0
2,457,17851.286690063826,78.0
5,303,18238.99909829407,78.0
27,344,19079.341115319992,78.0
36,304,21435.4623211049,78.0
45,340,28057.178868920913,78.0
15,285,31702.443597050267,78.0
41,452,43685.802622296294,78.0
50,203,88525.37913712113,78.0
23,326,99883.1505704771,78.0
41,17,290634.99091639003,78.0
43,464,300505.2042674767,78.0
48,201,485211.6959024903,78.0
45,90,3179154.9333176515,78.0
47,181,4366.190626442929,79.0
42,490,4835.623202910222,79.0
28,89,11314.310829759976,79.0
45,257,16020.797956315811,79.0
15,344,19210.021533918076,79.0
15,352,27643.4015940649,79.0
27,145,67855.47910282422,79.0
31,146,166839.53114667302,79.0
48,205,172941.12823066968,79.0
5,366,271993.3053862305,79.0
20,305,1307669.5008685768,79.0
49,47,2062.4269343852575,80.0
19,443,16525.518231939597,80.0
23,162,37190.828615910585,80.0
5,358,40338.35592998844,80.0
46,454,46271.328054752754,80.0
23,511,50431.79826754911,80.0
19,388,95634.38392154616,80.0
1,156,143068.28059034472,80.0
3,30,187796.53733487873,80.0
34,471,341261.47145862546,80.0
31,5,478289.6153153117,80.0
10,448,5764.528190786966,81.0
41,264,8704.477634178631,81.0
49,43,9593.179564371716,81.0
5,240,11582.50349019751,81.0
16,147,13955.35120981924,81.0
34,115,15634.340686203712,81.0
39,486,17133.78405858242,81.0
40,180,17546.284669339344,81.0
28,113,24485.8470094248,81.0
15,148,28647.620452491792,81.0
25,16,31673.28044877388,81.0
5,178,35141.97645144296,81.0
14,294,36691.684740446784,81.0
47,421,47567.23373203259,81.0
46,144,185948.67678251344,81.0
32,24,463591.8187052287,81.0
5,321,499021.3997835004,81.0
42,228,5257.622611315803,82.0
43,82,13885.120097187699,82.0
46,147,14052.941078419375,82.0
16,462,14694.461620468213,82.0
47,142,14899.084867645513,82.0
21,299,16283.646211944739,82.0
14,108,19883.621809551507,82.0
16,512,22853.091184704124,82.0
27,285,32589.225236128597,82.0
47,178,35387.72453851599,82.0
13,392,69760.07107548525,82.0
17,438,3277639.449515882,82.0
49,270,13744.740662962548,83.0
36,418,25624.58777632103,83.0
9,248,31814.60097142514,83.0
23,459,38911.94111389017,83.0
36,275,57237.58768047005,83.0
39,34,89669.82728044172,83.0
18,389,190892.26040282098,83.0
25,202,363138.4613232194,83.0
19,393,521238.05346422136,83.0
18,56,3441.1167874894168,84.0
32,301,10288.810770590815,84.0
20,441,14562.06425190937,84.0
46,365,16989.38207479553,84.0
26,19,21590.19728979756,84.0
2,353,24464.831372810808,84.0
46,353,24464.831372810808,84.0
26,50,39887.45279764324,84.0
23,163,42425.76883610455,84.0
43,235,49253.469807585265,84.0
32,250,66681.04896375889,84.0
19,105,70198.74881614183,84.0
41,211,73318.60293065707,84.0
37,450,76329.13011561935,84.0
25,286,99493.619025484,84.0
45,197,118105.11310125426,84.0
28,366,281638.45805950114,84.0
49,505,724980.7094689701,84.0
40,322,2032933.5792664646,84.0
43,438,3324130.7892253273,84.0
3,119,3564.4165325870235,85.0
49,347,4020.6620094199275,85.0
25,217,19377.948466495247,85.0
15,495,20609.0355436451,85.0
31,506,25270.437972046126,85.0
45,79,25321.483196006808,85.0
13,124,31655.7336001184,85.0
45,411,40335.4531667767,85.0
45,479,72763.3951835921,85.0
2,75,83619.74126718553,85.0
46,155,117897.60386500567,85.0
45,434,1050909.4968164584,85.0
42,488,5337.7031000063,86.0
47,480,8056.243277241648,86.0
5,222,9997.976381080009,86.0
42,481,11725.560655480034,86.0
40,142,15327.835511318766,86.0
27,18,32031.825010098895,86.0
19,93,38673.3417978237,86.0
46,161,39230.452150297984,86.0
45,105,71208.80275594244,86.0
20,15,77271.03107301984,86.0
24,351,90201.27238157671,86.0
31,205,181650.39368113503,86.0
39,55,200498.2223601925,86.0
48,345,217252.8062273361,86.0
19,153,226029.0724981327,86.0
25,101,476589.22265400476,86.0
19,321,516971.8098476551,86.0
27,423,8502.341500304135,87.0
49,222,10070.425485290732,87.0
40,230,12814.823953501857,87.0
45,160,22458.964131918365,87.0
46,149,27901.36197093854,87.0
39,248,32736.763318422974,87.0
31,50,40754.57133672244,87.0
47,277,74056.46281520669,87.0
9,5,502550.68275884195,87.0
39,157,585094.7397554783,87.0
37,172,1408.860402793904,87.4598617553711
50,398,4444.7379437950785,88.0
40,220,6592.565014640104,88.0
37,311,10990.398550164715,88.0
17,387,12932.130644501704,88.0
34,477,14967.243892314125,88.0
28,509,18684.216346181754,88.0
5,54,27121.051076984048,88.0
10,150,27527.96707642434,88.0
28,124,32348.924846836322,88.0
27,284,38920.567053156796,88.0
5,411,41218.71126531925,88.0
9,32,52219.29669192596,88.0
18,453,62644.26181837614,88.0
25,444,289406.132666883,88.0
8,158,297965.34487264947,88.0
40,244,4823830.445393909,88.0
45,244,4823830.445393909,88.0
28,432,1505.9378601066026,89.0
34,99,9274.444090180628,89.0
1,481,11984.21272876268,89.0
34,254,15095.326131772035,89.0
41,299,17121.775061088952,89.0
33,455,28116.513609520633,89.0
15,440,72062.27360925396,89.0
3,106,93516.52548567666,89.0
22,478,94119.12562575893,89.0
43,319,1351788.8482305706,89.0
1,484,1768.1515682347406,90.0
14,376,5738.859366325933,90.0
33,87,9614.103159374097,90.0
9,115,16676.63006528396,90.0
33,133,20416.732136944145,90.0
9,476,21035.156875880813,90.0
8,355,22547.414376971054,90.0
33,508,25972.052623050247,90.0
8,401,39074.428996794064,90.0
4,189,50236.07428804638,90.0
32,402,55600.84337295934,90.0
16,479,75458.33574594738,90.0
40,449,125493.47980504911,90.0
25,416,147685.04374416245,90.0
21,64,162412.7757089989,90.0
8,297,170682.48755363122,90.0
32,442,172039.8755258068,90.0
45,393,548265.2117919958,90.0
10,331,20699.715417252606,90.18000030517578
47,76,5644.679406881519,91.0
50,182,8994.255786062973,91.0
20,19,22718.04341687654,91.0
18,234,23441.582928754222,91.0
47,458,24232.296796764982,91.0
1,506,26401.95012004819,91.0
28,79,26455.28095105189,91.0
27,298,26774.075996668143,91.0
23,225,35512.443951669404,91.0
28,421,51117.02729412457,91.0
34,382,58808.64364195075,91.0
43,214,141866.58562591663,91.0
10,252,172426.19815988635,91.0
47,395,178815.6007181221,91.0
1,201,532284.4723706424,91.0
5,393,552356.7432232794,91.0
40,226,7932.2425343176365,92.0
50,408,8592.673804418031,92.0
40,222,10449.012909549783,92.0
14,426,12572.283460604762,92.0
8,387,13321.066904486717,92.0
41,123,19120.73352055389,92.0
10,307,19871.58773251131,92.0
2,42,26101.774153822447,92.0
27,7,26931.595782964185,92.0
28,83,36876.007722953014,92.0
43,483,38777.66333308253,92.0
20,34,95737.71032949418,92.0
43,416,149905.87146963857,92.0
1,205,189845.14828329152,92.0
28,227,307853.4909427735,92.0
8,101,498089.488337644,92.0
5,47,2265.54473852926,93.0
36,284,40394.830956685466,93.0
48,468,60161.36455902921,93.0
27,103,234223.4310759608,93.0
47,47,2282.8389731745215,94.0
21,136,11379.19285241466,94.0
9,486,18834.08323996846,94.0
9,114,18970.66727922873,94.0
5,180,19287.51902583867,94.0
32,352,30808.676585751717,94.0
41,428,42027.56181361754,94.0
42,50,42932.29652265417,94.0
49,382,60155.406473445815,94.0
43,2,66181.94302414615,94.0
15,442,177293.00149606046,94.0
9,300,201712.77574777635,94.0
37,137,7069.861254714792,95.0
39,508,26970.977723936798,95.0
22,71,38413.07229310002,95.0
40,93,41350.726999211496,95.0
14,162,41482.07807159257,95.0
27,192,54383.256102123545,95.0
3,75,90052.02905696901,95.0
1,471,380637.79508846684,95.0
44,173,3635.5150014329142,96.0
24,347,4363.509157509999,96.0
9,490,5472.875873061182,96.0
5,219,10772.17728169772,96.0
10,256,15663.979517634654,96.0
24,57,16090.620113681964,96.0
18,362,22818.591687902306,96.0
43,467,30240.182936197358,96.0
24,282,37924.99797325533,96.0
36,339,40013.85795290634,96.0
37,61,40110.80181746558,96.0
13,9,41224.39428155417,96.0
28,333,70934.5578791188,96.0
47,246,565826.7653332223,96.0
4,56,3790.605211218811,97.0
45,309,4429.410124496066,97.0
26,398,4757.25858046817,97.0
28,368,5185.759656918528,97.0
28,437,6291.582073543283,97.0
31,134,9098.35838939707,97.0
24,43,10792.327009918181,97.0
14,396,10855.779602461358,97.0
16,78,15357.659469487175,97.0
5,170,23394.23325497991,97.0
33,261,26920.77225927487,97.0
27,95,32998.54246242786,97.0
41,510,38267.827459607004,97.0
45,358,45695.793826940026,97.0
8,397,51847.35522110866,97.0
47,343,53894.933608113366,97.0
19,28,69468.52910464999,97.0
21,164,97859.07893734104,97.0
22,456,104314.06254036557,97.0
1,138,113914.68164321095,97.0
10,259,154157.83213584253,97.0
25,435,369772.1156854518,97.0
37,131,3559.489810763789,98.0
49,137,7236.865851282858,98.0
22,472,10810.296817838249,98.0
48,476,22360.206127904803,98.0
48,11,26362.080925169936,98.0
1,463,26462.543013971197,98.0
31,463,26462.543013971197,98.0
42,506,27857.1757172162,98.0
20,361,27910.021291802223,98.0
39,455,30109.0224479906,98.0
43,328,52288.46808708979,98.0
9,23,57938.21119050319,98.0
5,243,65384.415095702156,98.0
19,479,80211.61673781807,98.0
9,26,470120.65852740407,98.0
20,157,635772.2368996536,98.0
9,488,5888.418499213298,99.0
34,137,7294.301294547008,99.0
45,3,16382.529458233932,99.0
14,176,18505.27940974786,99.0
33,415,21028.792949572187,99.0
24,502,22279.6127101167,99.0
3,295,33201.51187102231,99.0
9,126,38486.39241174816,99.0
34,1,45362.13639561041,99.0
28,358,46421.123887685106,99.0
19,513,49264.9416194887,99.0
22,186,58586.28285584737,99.0
28,130,69819.51471766017,99.0
9,118,126079.32750783127,99.0
37,227,324956.4626618165,99.0
17,435,375641.5143471256,99.0
40,432,1638.4603917959835,100.0
46,332,6132.6187202938745,100.0
10,496,9528.120924308563,100.0
4,213,11302.34286810536,100.0
5,232,11814.860612230266,100.0
49,68,11882.223551572502,100.0
25,82,15884.577391182725,100.0
23,167,16990.718222317413,100.0
44,314,17826.86315486517,100.0
