regionID,zipCode,city,lat,lon,yearlyDemand,minutesPerStop
303,37310,MACOTERA,40.8304,-5.2856,387,28.866632939806504
304,32800,CELANOVA,42.1531,-7.9569,665,19.743188979965037
305,48006,BILBAO,43.2558,-2.9181,88033,9.036372114567463
306,14206,VALSEQUILLO,38.4055,-5.3513,416,23.23292858955941
307,10616,CASAS DEL CASTAÑAR,40.1104,-5.8988,877,12.556638010376304
308,39696,SELAYA,43.206575,-3.7754,784,11.03620182665762
309,45640,REAL DE SAN VICENTE (EL),40.0918,-4.6769,381,6.200399124403941
310,27865,OUROL,43.55831666666666,-7.6,1181,18.569614170240826
311,49200,BERMILLO DE SAYAGO,41.3665,-6.1122,315,19.916462981118595
312,45790,QUERO,39.5108,-3.2482,4327,9.677218174453227
313,15337,BARQUERO (MAÑON),43.61886666666666,-7.805716666666666,248,17.710480485680115
314,12400,SEGORBE,39.8508,-0.4881,607,15.296251334144333
315,36860,PONTEAREAS,42.1778,-8.5,881,14.389037750197424
316,14260,FUENTE LA LANCHA,38.4167,-5.0333,186,23.22380139250602
317,10630,PINOFRANQUEADO,40.2965,-6.33315,526,16.04764238621482
318,10440,ALDEANUEVA DE LA VERA,40.1271,-5.7015,985,12.324928607852865
319,08120,HOSPITALET DE LLOBREGAT,41.5172,2.198,55777,13.733504503002852
320,13500,PUERTOLLANO,38.688,-4.107,2918,14.72897270664924
321,28411,MORALZARZAL,40.6782,-3.9707,24007,12.471897357858136
322,28903,GETAFE,40.3184,-3.719,108799,10.977568523782828
323,10800,CORIA,39.9866,-6.5358,1332,18.1777568511077
324,23009,JAEN,37.7692,-3.7903,3138,14.82551422903474
325,17174,SAN FELIU DE PALLAROL,42.096900000000005,2.5213,4891,13.174383031429237
326,18151,"OGIJARES, LOS",37.1191,-3.6077,3263,18.7491356801769
327,13100,PIEDRABUENA,39.0349,-4.1755,740,12.447849132208322
328,25125,ALGUAIRE,41.7369,0.5836,2205,12.548441887869245
329,21449,LEPE,37.20755,-7.21985,235,11.429904799900015
330,45002,TOLEDO,39.8563,-4.0266,13289,6.959199294784167
331,15080,CORUÑA A,42.3749,-7.8049,695,16.731028934274246
332,12185,CUEVAS DE VINROMA,40.346525,0.1354,219,14.584804795219451
333,40593,SEGOVIA,41.281,-3.6014,4904,7.774739979613859
334,19133,BUDIA,40.627,-2.754314285714286,1134,28.827308364908706
335,43878,MASDENVERGE,40.7149,0.5311,4813,12.82904694440201
336,08211,CASTELLAR DEL VALLES,41.6167,2.075,24974,11.400330633600209
337,13412,CHILLON,38.796,-4.8663,583,15.913542152370294
338,45800,QUINTANAR DE LA ORDEN,39.5937,-3.0417,4684,9.862205993482632
339,15863,"BAÑA, LA",42.9054,-8.6916,1364,15.767924229975922
340,45170,SAN MARTIN DE PUSA,39.784,-4.6325,1700,10.108836504243564
341,27620,SAMOS,42.7329,-7.32,692,23.17625683677515
342,13670,VILLARRUBIA DE LOS OJOS,39.2208,-3.608,1212,11.915057187734192
343,49190,MORALES DEL VINO,41.4474,-5.7307,1592,18.05525414007148
344,15320,PUENTES DE GARCIA RODRIGUEZ,43.4262,-7.9567,800,14.607620541416871
345,39530,PUENTE SAN MIGUEL,43.359,-4.0851,8896,14.144062905425528
346,08240,MANRESA,41.725,1.8448,8204,15.634793693668426
347,49610,SANTIBAÑEZ DE VIDRIALES,42.0736,-6.0155,96,24.431105960016918
348,22660,ESCARRILLA,42.7345,-0.313,1046,19.739707557574835
349,14730,POSADAS,37.8026,-5.1081,890,20.472055621739095
350,17452,MASSANET DE LA SELVA,41.7653,2.6532,18546,12.459685386530435
351,33640,UJO,43.20507647058824,-5.7921,3243,16.109025672010436
352,27163,CORGO,42.88065454545454,-7.385068181818181,694,24.231127718140463
353,16250,CASTILLEJO DE INIESTA,39.5333,-1.7667,1090,13.186319661950781
354,15704,SANTIAGO DE COMPOSTELA,42.8805,-8.5457,13274,13.426771306161596
355,25750,TORA,41.8167,1.4,922,13.755879161655333
356,25793,COLL DE NARGO,42.139275,1.25675,1071,15.178612716204995
357,17142,VERGES,42.0619,3.0459,3245,14.078254626108489
358,28649,ROZAS DE PUERTO REAL,40.3167,-4.4833,1095,22.256703233821625
359,31360,FUNES,42.3149,-1.8018,3433,18.994304415415588
360,24410,CAMPONARAYA,42.59478333333333,-6.67165,3450,18.59037580055832
361,31150,MENDIGORRIA,42.616,-1.8448666666666669,690,21.404424541418372
362,14914,PALENCIANA,37.2486,-4.5828,760,16.138148726641433
363,12540,VILA-REAL,39.9333,-0.1,20446,12.71693545271188
364,22533,BELVER DE CINCA,41.7214,0.25375,503,18.485975852272563
365,16320,TALAYUELAS,39.8491,-1.2842,779,12.812916519823329
366,40003,SEGOVIA,40.9534,-4.1161,14570,11.356389437883113
367,24800,CISTIERNA,42.8035,-5.1269,394,26.373479529267605
368,19005,GUADALAJARA,40.6404,-3.1558,183,15.113325047485693
369,14350,CERRO MURIANO,37.8916,-4.7727,426,18.668582598228923
370,33584,SEVARES,43.35013125,-5.26170625,904,21.89506103464229
371,10864,TORRE DE DON MIGUEL,40.2233,-6.5769,236,18.45961885876789
